GO:0000122	1
GO:0000792	1
GO:0000978	1
GO:0001227	1
GO:0001228	1
GO:0001525	1
GO:0001660	1
GO:0001764	1
GO:0001934	1
GO:0001974	1
GO:0003735	1
GO:0005149	1
GO:0005178	1
GO:0005179	1
GO:0005184	1
GO:0005576	1
GO:0005634	1
GO:0005654	1
GO:0005741	1
GO:0005746	1
GO:0005829	2
GO:0005840	1
GO:0006123	1
GO:0006338	1
GO:0006366	1
GO:0006412	1
GO:0006955	1
GO:0007165	2
GO:0007189	1
GO:0007218	1
GO:0007219	1
GO:0007411	1
GO:0008131	1
GO:0008285	2
GO:0008502	1
GO:0010008	1
GO:0010159	1
GO:0010467	1
GO:0010573	1
GO:0010575	1
GO:0010718	1
GO:0014014	1
GO:0016020	2
GO:0016607	1
GO:0019904	1
GO:0021615	1
GO:0030213	1
GO:0030335	1
GO:0030545	1
GO:0030730	1
GO:0030878	1
GO:0031328	2
GO:0031394	1
GO:0031490	1
GO:0031531	1
GO:0031780	1
GO:0031781	1
GO:0031782	1
GO:0031783	1
GO:0032725	1
GO:0032729	1
GO:0042472	1
GO:0042593	1
GO:0042667	1
GO:0042668	1
GO:0042802	1
GO:0043516	1
GO:0045609	1
GO:0045944	2
GO:0046872	3
GO:0046982	1
GO:0046983	1
GO:0048538	1
GO:0048645	1
GO:0050796	1
GO:0051216	1
GO:0051707	1
GO:0052595	1
GO:0060017	1
GO:0070996	1
GO:0071837	1
GO:0072089	1
GO:0097402	1
GO:0097621	1
GO:1902600	1
GO:1904019	1
GO:1904036	1
GO:1990837	1
GO:1990904	1
GO:2000648	1
